tag,whichCollocation,collFrequency,logDice,whichType,verb,verbType,noun,nounType,isCollocation,k,verbFrequency,nounFrequency,item
1272,stifle creativity,2687,8.4,productive,boost,Vprod1,debate,Nsyn2,0,5,989136,2159069,boost debate
1273,damage credibility,3219,7,productive,damage,Vcoll,wall,Nprod1,0,5,1146068,4615544,damage wall
1274,damage credibility,3219,7,productive,attain,Vprod1,reputation,Nsyn1,0,5,633023,1250011,attain reputation
1275,damage credibility,3219,7,synonym,destroy,Vsyn1,credibility,Ncoll,1,5,2909710,377285,destroy credibility
1276,damage credibility,3219,7,synonym,ruin,Vsyn2,credibility,Ncoll,1,5,575037,377285,ruin credibility
1277,cement legacy,1688,7.5,collocation,cement,Vcoll,legacy,Ncoll,1,5,151658,886202,cement legacy
1278,cement legacy,1688,7.5,productive,honor,Vprod1,legacy,Ncoll,0,5,1164276,886202,honor legacy
1279,cement legacy,1688,7.5,productive,leave,Vprod2,position,Nsyn2,0,5,18615948,9565373,leave position
1280,cement legacy,1688,7.5,synonym,stick,Vsyn1,position,Nsyn2,-1,5,2225600,9565373,stick position
1281,cement legacy,1688,7.5,synonym,fasten,Vsyn2,position,Nsyn2,-1,5,155870,9565373,fasten position
1282,launch campaign,104188,9.9,productive,organize,Vprod2,project,Nsyn1,0,5,2387991,16020768,organize project
1283,launch campaign,104188,9.9,synonym,throw,Vsyn1,project,Nsyn1,1,5,3612212,16020768,throw project
1284,launch campaign,104188,9.9,synonym,pitch,Vsyn2,project,Nsyn1,1,5,531141,16020768,pitch project
1285,launch campaign,104188,9.9,synonym,launch,Vcoll,investigation,Nsyn2,1,5,3882857,2790133,launch investigation
1286,float idea,9736,6,productive,test,Vprod2,idea,Ncoll,0,5,3595859,11104981,test idea
1287,float idea,9736,6,productive,glide,Vsyn1,candle,Nprod2,-1,5,147185,466330,glide candle
1288,float idea,9736,6,productive,sail,Vsyn2,candle,Nprod2,0,5,564994,466330,sail candle
1289,float idea,9736,6,synonym,float,Vcoll,proposal,Nsyn1,1,5,621472,2681541,float proposal
1290,embrace diversity,8577,8,productive,hug,Vsyn1,wife,Nprod1,0,5,213227,4778796,hug wife
1291,embrace diversity,8577,8,productive,hold,Vsyn2,wife,Nprod1,0,5,15504718,4778796,hold wife
1292,embrace diversity,8577,8,productive,embrace,Vcoll,man,Nprod2,0,5,1112842,20996408,embrace man
1293,embrace diversity,8577,8,productive,recognize,Vprod1,lifestyle,Nsyn2,0,5,4023120,1035417,recognize lifestyle
1294,navigate complexity,3560,7.6,productive,navigate,Vcoll,street,Nprod1,0,5,730340,3994672,navigate street
1295,navigate complexity,3560,7.6,productive,identify,Vprod1,uncertainty,Nsyn1,0,5,6950370,814133,identify uncertainty
1296,navigate complexity,3560,7.6,synonym,traverse,Vsyn1,complexity,Ncoll,-1,5,193543,928075,traverse complexity
1297,navigate complexity,3560,7.6,synonym,negotiate,Vsyn2,complexity,Ncoll,1,5,937868,928075,negotiate complexity
1298,land job,32530,7.8,collocation,land,Vcoll,job,Ncoll,1,5,1160851,10431796,land job
1299,land job,32530,7.8,productive,offer,Vprod1,job,Ncoll,0,5,15899826,10431796,offer job
1300,land job,32530,7.8,productive,leave,Vprod2,role,Nsyn2,0,5,18615948,9035737,leave role
1301,land job,32530,7.8,synonym,reach,Vsyn1,role,Nsyn2,-1,5,7756405,9035737,reach role
1302,land job,32530,7.8,synonym,disembark,Vsyn2,role,Nsyn2,-1,5,50946,9035737,disembark role
1303,dash hope,9514,8.5,productive,cherish,Vprod2,dream,Nsyn1,1,5,164299,2910919,cherish dream
1304,dash hope,9514,8.5,synonym,fling,Vsyn1,dream,Nsyn1,-1,5,129391,2910919,fling dream
1305,dash hope,9514,8.5,synonym,smash,Vsyn2,dream,Nsyn1,1,5,298943,2910919,smash dream
1306,dash hope,9514,8.5,synonym,dash,Vcoll,expectation,Nsyn2,1,5,166374,1647158,dash expectation
1307,strike deal,38657,8.8,productive,evaluate,Vprod2,deal,Ncoll,0,5,2083508,4808190,evaluate deal
1308,strike deal,38657,8.8,productive,hit,Vsyn1,ground,Nprod2,0,5,4802307,5961182,hit ground
1309,strike deal,38657,8.8,productive,punch,Vsyn2,ground,Nprod2,0,5,288125,5961182,punch ground
1310,strike deal,38657,8.8,synonym,strike,Vcoll,bargain,Nsyn1,1,5,1984205,285156,strike bargain
1311,drain treasury,561,6.2,productive,empty,Vsyn1,sink,Nprod1,0,5,287008,389001,empty sink
1312,drain treasury,561,6.2,productive,clear,Vsyn2,sink,Nprod1,0,5,1593855,389001,clear sink
1313,drain treasury,561,6.2,productive,drain,Vcoll,reservoir,Nprod2,0,5,487772,554492,drain reservoir
1314,drain treasury,561,6.2,productive,rob,Vprod1,wallet,Nsyn2,0,5,318910,269976,rob wallet
1315,taste victory,1891,6.1,productive,taste,Vcoll,cheese,Nprod1,0,5,921323,882784,taste cheese
1316,taste victory,1891,6.1,productive,experience,Vprod1,success,Nsyn1,0,5,4134991,5026629,experience success
1317,taste victory,1891,6.1,synonym,sample,Vsyn1,victory,Ncoll,-1,5,439884,2055937,sample victory
1318,taste victory,1891,6.1,synonym,savor,Vsyn2,victory,Ncoll,1,5,73954,2055937,savor victory
1319,lift ban,24335,9.5,collocation,lift,Vcoll,ban,Ncoll,1,5,1452619,733784,lift ban
1320,lift ban,24335,9.5,productive,impose,Vprod1,ban,Ncoll,0,5,1434910,733784,impose ban
1321,lift ban,24335,9.5,productive,repeal,Vprod2,embargo,Nsyn2,0,5,230558,92695,repeal embargo
1322,lift ban,24335,9.5,synonym,elevate,Vsyn1,embargo,Nsyn2,-1,5,424225,92695,elevate embargo
1323,lift ban,24335,9.5,synonym,raise,Vsyn2,embargo,Nsyn2,-1,5,6484369,92695,raise embargo
1324,harbor animosity,332,6.8,productive,aggravate,Vprod2,bitterness,Nsyn1,0,5,170717,112841,aggravate bitterness
1325,harbor animosity,332,6.8,synonym,shelter,Vsyn1,bitterness,Nsyn1,-1,5,137172,112841,shelter bitterness
1326,harbor animosity,332,6.8,synonym,shield,Vsyn2,bitterness,Nsyn1,-1,5,266420,112841,shield bitterness
1327,harbor animosity,332,6.8,synonym,harbor,Vcoll,suspicion,Nsyn2,1,5,111631,426569,harbor suspicion
1328,erase memory,8608,7.8,productive,recall,Vprod2,memory,Ncoll,0,5,1606318,4688290,recall memory
1329,erase memory,8608,7.8,productive,delete,Vsyn1,letter,Nprod2,0,5,1254065,5654610,delete letter
1330,erase memory,8608,7.8,productive,eliminate,Vsyn2,letter,Nprod2,0,5,1911946,5654610,eliminate letter
1331,erase memory,8608,7.8,synonym,erase,Vcoll,stigma,Nsyn1,1,5,314363,193752,erase stigma
1332,leak document,15015,7.9,productive,drip,Vsyn1,oil,Nprod1,0,5,156536,5796332,drip oil
1333,leak document,15015,7.9,productive,stream,Vsyn2,oil,Nprod1,0,5,807073,5796332,stream oil
1334,leak document,15015,7.9,productive,leak,Vcoll,water,Nprod2,0,5,461737,15289430,leak water
1335,leak document,15015,7.9,productive,copy,Vprod1,information,Nsyn2,0,5,981825,22592444,copy information
1336,wipe debt,585,5.6,collocation,wipe,Vcoll,debt,Ncoll,1,5,639039,2303939,wipe debt
1337,wipe debt,585,5.6,productive,pay,Vprod1,debt,Ncoll,0,5,11161866,2303939,pay debt
1338,wipe debt,585,5.6,productive,owe,Vprod2,credit,Nsyn2,1,5,1027450,4836220,owe credit
1339,wipe debt,585,5.6,synonym,clean,Vsyn1,credit,Nsyn2,1,5,2253213,4836220,clean credit
1340,wipe debt,585,5.6,synonym,swab,Vsyn2,credit,Nsyn2,-1,5,13077,4836220,swab credit
1341,silence critic,5913,9.5,productive,impress,Vprod1,critic,Ncoll,0,5,1025333,1268104,impress critic
1342,silence critic,5913,9.5,productive,appease,Vprod2,opposition,Nsyn2,0,5,84520,1558305,appease opposition
1343,silence critic,5913,9.5,synonym,gag,Vsyn1,opposition,Nsyn2,-1,5,57205,1558305,gag opposition
1344,silence critic,5913,9.5,synonym,muzzle,Vsyn2,opposition,Nsyn2,1,5,18886,1558305,muzzle opposition
1345,defy gravity,7592,9.8,productive,simulate,Vprod2,physics,Nsyn1,0,5,326109,553990,simulate physics
1346,defy gravity,7592,9.8,synonym,disobey,Vsyn1,physics,Nsyn1,-1,5,69527,553990,disobey physics
1347,defy gravity,7592,9.8,synonym,flout,Vsyn2,physics,Nsyn1,-1,5,32034,553990,flout physics
1348,defy gravity,7592,9.8,synonym,defy,Vcoll,buoyancy,Nsyn2,-1,5,253476,46757,defy buoyancy
1349,crack joke,10830,9.3,productive,hear,Vprod2,joke,Ncoll,0,5,9564768,816654,hear joke
1350,crack joke,10830,9.3,productive,split,Vsyn1,vase,Nprod2,0,5,923858,145427,split vase
1351,crack joke,10830,9.3,productive,rupture,Vsyn2,vase,Nprod2,-1,5,46283,145427,rupture vase
1352,crack joke,10830,9.3,synonym,crack,Vcoll,story,Nsyn1,-1,5,598520,12858542,crack story
1353,spill secret,1871,6.5,productive,drop,Vsyn1,drink,Nprod1,0,5,3578350,1739810,drop drink
1354,spill secret,1871,6.5,productive,spew,Vsyn2,drink,Nprod1,0,5,80693,1739810,spew drink
1355,spill secret,1871,6.5,productive,spill,Vcoll,paint,Nprod2,0,5,293416,1220160,spill paint
1356,spill secret,1871,6.5,productive,reveal,Vprod1,detail,Nsyn2,0,5,4215723,7559647,reveal detail
1357,inflate currency,862,6.4,productive,inflate,Vcoll,raft,Nprod1,0,5,143426,155962,inflate raft
1358,inflate currency,862,6.4,productive,issue,Vprod1,value,Nsyn1,-1,5,3233793,11412380,issue value
1359,inflate currency,862,6.4,synonym,pump,Vsyn1,currency,Ncoll,-1,5,624994,1123275,pump currency
1360,inflate currency,862,6.4,synonym,fill,Vsyn2,currency,Ncoll,-1,5,4653048,1123275,fill currency
1361,swallow pride,5319,8.7,collocation,swallow,Vcoll,pride,Ncoll,1,5,422866,760735,swallow pride
1362,swallow pride,5319,8.7,productive,feel,Vprod1,pride,Ncoll,0,5,16231933,760735,feel pride
1363,swallow pride,5319,8.7,productive,demonstrate,Vprod2,ego,Nsyn2,-1,5,3435000,406518,demonstrate ego
1364,swallow pride,5319,8.7,synonym,consume,Vsyn1,ego,Nsyn2,-1,5,1059674,406518,consume ego
1365,swallow pride,5319,8.7,synonym,guzzle,Vsyn2,ego,Nsyn2,-1,5,13924,406518,guzzle ego
1366,unearth conspiracy,223,5.6,productive,conceal,Vprod2,scandal,Nsyn1,0,5,427041,527289,conceal scandal
1367,unearth conspiracy,223,5.6,synonym,excavate,Vsyn1,scandal,Nsyn1,-1,5,155304,527289,excavate scandal
1368,unearth conspiracy,223,5.6,synonym,disinter,Vsyn2,scandal,Nsyn1,-1,5,4417,527289,disinter scandal
1369,unearth conspiracy,223,5.6,synonym,unearth,Vcoll,scam,Nsyn2,1,5,121160,377325,unearth scam
1370,shape future,38421,9.6,productive,envision,Vprod2,future,Ncoll,0,5,328098,5224130,envision future
1371,shape future,38421,9.6,productive,fashion,Vsyn1,clay,Nprod2,0,5,231399,479013,fashion clay
1372,shape future,38421,9.6,productive,sculpt,Vsyn2,clay,Nprod2,0,5,186013,479013,sculpt clay
1373,shape future,38421,9.6,synonym,shape,Vcoll,history,Nsyn1,1,5,1379487,11948316,shape history
1374,cultivate friendship,2418,7.2,productive,grow,Vsyn1,plant,Nprod1,0,5,10814751,6200013,grow plant
1375,cultivate friendship,2418,7.2,productive,tend,Vsyn2,plant,Nprod1,0,5,2758961,6200013,tend plant
1376,cultivate friendship,2418,7.2,productive,cultivate,Vcoll,wheat,Nprod2,0,5,484590,519347,cultivate wheat
1377,cultivate friendship,2418,7.2,productive,initiate,Vprod1,relationship,Nsyn2,0,5,1104267,6684078,initiate relationship
1378,dissolve marriage,4730,7.2,productive,dissolve,Vcoll,granule,Nprod1,0,5,533973,58255,dissolve granule
1379,dissolve marriage,4730,7.2,productive,forbid,Vprod1,assembly,Nsyn1,0,5,469524,1717375,forbid assembly
1380,dissolve marriage,4730,7.2,synonym,disintegrate,Vsyn1,marriage,Ncoll,-1,5,91498,2611665,disintegrate marriage
1381,dissolve marriage,4730,7.2,synonym,liquefy,Vsyn2,marriage,Ncoll,-1,5,56430,2611665,liquefy marriage
1382,slap tariff,2256,8.5,collocation,slap,Vcoll,tariff,Ncoll,1,5,211913,460491,slap tariff
1383,slap tariff,2256,8.5,productive,propose,Vprod1,tariff,Ncoll,0,5,4256476,460491,propose tariff
1384,slap tariff,2256,8.5,productive,outlaw,Vprod2,restriction,Nsyn2,0,5,103823,1406088,outlaw restriction
1385,slap tariff,2256,8.5,synonym,smack,Vsyn1,restriction,Nsyn2,-1,5,100501,1406088,smack restriction
1386,slap tariff,2256,8.5,synonym,smite,Vsyn2,restriction,Nsyn2,-1,5,79164,1406088,smite restriction
1387,soften tone,1415,6.4,productive,detect,Vprod2,gaze,Nsyn1,0,5,1937717,313344,detect gaze
1388,soften tone,1415,6.4,synonym,cushion,Vsyn1,gaze,Nsyn1,-1,5,61749,313344,cushion gaze
1389,soften tone,1415,6.4,synonym,weaken,Vsyn2,gaze,Nsyn1,1,5,426557,313344,weaken gaze
1390,soften tone,1415,6.4,synonym,soften,Vcoll,expression,Nsyn2,1,5,223692,2615284,soften expression
1391,steer conversation,3014,6.5,productive,overhear,Vprod2,conversation,Ncoll,0,5,97705,2603393,overhear conversation
1392,steer conversation,3014,6.5,productive,drive,Vsyn1,wheel,Nprod2,-1,5,6717522,2150310,drive wheel
1393,steer conversation,3014,6.5,productive,maneuver,Vsyn2,wheel,Nprod2,0,5,90743,2150310,maneuver wheel
1394,steer conversation,3014,6.5,synonym,steer,Vcoll,dialogue,Nsyn1,1,5,472643,1220186,steer dialogue
1395,push agenda,17285,8.3,productive,shove,Vsyn1,gate,Nprod1,0,5,227194,1421791,shove gate
1396,push agenda,17285,8.3,productive,thrust,Vsyn2,gate,Nprod1,0,5,198725,1421791,thrust gate
1397,push agenda,17285,8.3,productive,push,Vcoll,teacher,Nprod2,0,5,3420021,5041575,push teacher
1398,push agenda,17285,8.3,productive,compile,Vprod1,program,Nsyn2,0,5,956259,19210828,compile program
1399,spout nonsense,2385,9.5,productive,spout,Vcoll,lava,Nprod1,0,5,58200,176481,spout lava
1400,spout nonsense,2385,9.5,productive,talk,Vprod1,drivel,Nsyn1,0,5,7699096,23417,talk drivel
1401,spout nonsense,2385,9.5,synonym,eject,Vsyn1,nonsense,Ncoll,-1,5,128775,262949,eject nonsense
1402,spout nonsense,2385,9.5,synonym,spew,Vsyn2,nonsense,Ncoll,1,5,80693,262949,spew nonsense
1403,beat odds,8377,7.7,collocation,beat,Vcoll,odds,Ncoll,1,5,2429633,1690,beat odds
1404,beat odds,8377,7.7,productive,know,Vprod1,odds,Ncoll,0,5,44321220,1690,know odds
1405,beat odds,8377,7.7,productive,calculate,Vprod2,probability,Nsyn2,0,5,1553963,741651,calculate probability
1406,beat odds,8377,7.7,synonym,batter,Vsyn1,probability,Nsyn2,-1,5,112366,741651,batter probability
1407,beat odds,8377,7.7,synonym,flay,Vsyn2,probability,Nsyn2,-1,5,19955,741651,flay probability
1408,run risk,72368,8,productive,assess,Vprod2,danger,Nsyn1,0,5,2145138,1531756,assess danger
1409,run risk,72368,8,synonym,sprint,Vsyn1,danger,Nsyn1,-1,5,77898,1531756,sprint danger
1410,run risk,72368,8,synonym,bolt,Vsyn2,danger,Nsyn1,-1,5,150266,1531756,bolt danger
1411,run risk,72368,8,synonym,run,Vcoll,peril,Nsyn2,-1,5,16344973,172764,run peril
1412,sway voter,1859,7.3,productive,greet,Vprod2,voter,Ncoll,0,5,548586,1544830,greet voter
1413,sway voter,1859,7.3,productive,swing,Vsyn1,hip,Nprod2,0,5,526379,560933,swing hip
1414,sway voter,1859,7.3,productive,oscillate,Vsyn2,hip,Nprod2,-1,5,74331,560933,oscillate hip
1415,sway voter,1859,7.3,synonym,sway,Vcoll,jury,Nsyn1,1,5,177841,842427,sway jury
1416,swing election,1973,5.9,productive,sway,Vsyn1,bat,Nprod1,0,5,177841,619586,sway bat
1417,swing election,1973,5.9,productive,wave,Vsyn2,bat,Nprod1,0,5,362889,619586,wave bat
1418,swing election,1973,5.9,productive,swing,Vcoll,sword,Nprod2,0,5,526379,764850,swing sword
1419,swing election,1973,5.9,productive,concede,Vprod1,vote,Nsyn2,0,5,321074,2841083,concede vote
1420,hurl insult,4254,9.6,productive,hurl,Vcoll,grenade,Nprod1,0,5,132621,184914,hurl grenade
1421,hurl insult,4254,9.6,productive,yell,Vprod1,abuse,Nsyn1,0,5,454136,2139788,yell abuse
1422,hurl insult,4254,9.6,synonym,fling,Vsyn1,insult,Ncoll,1,5,129391,247867,fling insult
1423,hurl insult,4254,9.6,synonym,lob,Vsyn2,insult,Ncoll,1,5,26960,247867,lob insult
1424,rig lottery,190,5.4,collocation,rig,Vcoll,lottery,Ncoll,1,5,146140,459231,rig lottery
1425,rig lottery,190,5.4,productive,win,Vprod1,lottery,Ncoll,0,5,9758957,459231,win lottery
1426,rig lottery,190,5.4,productive,lose,Vprod2,game,Nsyn2,0,5,9723381,20059571,lose game
1427,rig lottery,190,5.4,synonym,supply,Vsyn1,game,Nsyn2,-1,5,2216698,20059571,supply game
1428,rig lottery,190,5.4,synonym,outfit,Vsyn2,game,Nsyn2,-1,5,94463,20059571,outfit game
1429,harness energy,10945,7.6,productive,use,Vprod2,resource,Nsyn1,0,5,70467900,7237469,use resource
1430,harness energy,10945,7.6,synonym,saddle,Vsyn1,resource,Nsyn1,-1,5,65792,7237469,saddle resource
1431,harness energy,10945,7.6,synonym,yoke,Vsyn2,resource,Nsyn1,-1,5,13034,7237469,yoke resource
1432,harness energy,10945,7.6,synonym,harness,Vcoll,wind,Nsyn2,1,5,231957,2771189,harness wind
1433,lock eye,17262,7.5,productive,blink,Vprod2,eye,Ncoll,0,5,236355,8036856,blink eye
1434,lock eye,17262,7.5,productive,fasten,Vsyn1,trunk,Nprod2,0,5,155870,445160,fasten trunk
1435,lock eye,17262,7.5,productive,secure,Vsyn2,trunk,Nprod2,0,5,2125799,445160,secure trunk
1436,lock eye,17262,7.5,synonym,lock,Vcoll,gaze,Nsyn1,1,5,1358759,313344,lock gaze
1437,unlock mystery,5437,7.9,productive,open,Vsyn1,cupboard,Nprod1,0,5,8515531,147503,open cupboard
1438,unlock mystery,5437,7.9,productive,unfasten,Vsyn2,cupboard,Nprod1,-1,5,9962,147503,unfasten cupboard
1439,unlock mystery,5437,7.9,productive,unlock,Vcoll,car,Nprod2,0,5,582098,9610218,unlock car
1440,unlock mystery,5437,7.9,productive,solve,Vprod1,puzzle,Nsyn2,0,5,2267174,625299,solve puzzle
1441,unleash fury,2337,8.5,productive,unleash,Vcoll,dog,Nprod1,0,5,287546,4331063,unleash dog
1442,unleash fury,2337,8.5,productive,incite,Vprod1,horror,Nsyn1,0,5,125122,971270,incite horror
1443,unleash fury,2337,8.5,synonym,untie,Vsyn1,fury,Ncoll,-1,5,39600,153886,untie fury
1444,unleash fury,2337,8.5,synonym,release,Vsyn2,fury,Ncoll,1,5,6848719,153886,release fury
1445,flood airwaves,752,6.5,collocation,flood,Vcoll,airwaves,Ncoll,1,5,465452,53455,flood airwaves
1446,flood airwaves,752,6.5,productive,regulate,Vprod1,airwaves,Ncoll,0,5,1023658,53455,regulate airwaves
1447,flood airwaves,752,6.5,productive,scan,Vprod2,transmission,Nsyn2,0,5,1036158,1422544,scan transmission
1448,flood airwaves,752,6.5,synonym,inundate,Vsyn1,transmission,Nsyn2,1,5,68831,1422544,inundate transmission
1449,flood airwaves,752,6.5,synonym,engulf,Vsyn2,transmission,Nsyn2,-1,5,105662,1422544,engulf transmission
1450,diffuse tension,1272,6.2,productive,ease,Vprod2,conflict,Nsyn1,0,5,701148,2698474,ease conflict
1451,diffuse tension,1272,6.2,synonym,spread,Vsyn1,conflict,Nsyn1,1,5,2259922,2698474,spread conflict
1452,diffuse tension,1272,6.2,synonym,disperse,Vsyn2,conflict,Nsyn1,-1,5,280024,2698474,disperse conflict
1453,diffuse tension,1272,6.2,synonym,diffuse,Vcoll,confrontation,Nsyn2,1,5,96169,270212,diffuse confrontation
1454,smear reputation,739,5.3,productive,maintain,Vprod2,reputation,Ncoll,0,5,5734320,1250011,maintain reputation
1455,smear reputation,739,5.3,productive,streak,Vsyn1,shirt,Nprod2,0,5,48008,885122,streak shirt
1456,smear reputation,739,5.3,productive,smudge,Vsyn2,shirt,Nprod2,0,5,26495,885122,smudge shirt
1457,smear reputation,739,5.3,synonym,smear,Vcoll,rank,Nsyn1,-1,5,97703,1090282,smear rank
1458,forge signature,4665,8,productive,mold,Vsyn1,blade,Nprod1,0,5,194703,856731,mold blade
1459,forge signature,4665,8,productive,model,Vsyn2,blade,Nprod1,0,5,1024423,856731,model blade
1460,forge signature,4665,8,productive,forge,Vcoll,ring,Nprod2,0,5,417688,1953561,forge ring
1461,forge signature,4665,8,productive,duplicate,Vprod1,identity,Nsyn2,0,5,197768,2434150,duplicate identity
1462,enter competition,26587,7.5,productive,enter,Vcoll,house,Nprod1,0,5,6503470,9460127,enter house
1463,enter competition,26587,7.5,productive,win,Vprod1,tournament,Nsyn1,0,5,9758957,1692842,win tournament
1464,enter competition,26587,7.5,synonym,exit,Vsyn1,competition,Ncoll,1,5,490455,3385083,exit competition
1465,enter competition,26587,7.5,synonym,leave,Vsyn2,competition,Ncoll,1,5,18615948,3385083,leave competition
1466,smell fear,1346,5.7,collocation,smell,Vcoll,fear,Ncoll,1,5,587548,2611390,smell fear
1467,smell fear,1346,5.7,productive,allay,Vprod1,fear,Ncoll,0,5,33803,2611390,allay fear
1468,smell fear,1346,5.7,productive,sense,Vprod2,fright,Nsyn2,0,5,770915,63735,sense fright
1469,smell fear,1346,5.7,synonym,taste,Vsyn1,fright,Nsyn2,-1,5,921323,63735,taste fright
1470,smell fear,1346,5.7,synonym,hear,Vsyn2,fright,Nsyn2,-1,5,9564768,63735,hear fright
